Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance in Ohms @ 25°C","Resistance Tolerance","B Value Tolerance","B0/50","B25/50","B25/75","B25/85","B25/100","Operating Temperature","Power - Max","Length - Lead Wire","Mounting Type","Package / Case"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%200805%20(2012metric).jpg,NTHS0805N17N1503KG-ND,NTHS0805N17N1503KG,Vishay Dale,THERM NTC 150KOHM 4064K 0805,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","150k","±10%","±3%","-","-","4064K","4073K","-","-40°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%200805%20(2012metric).jpg,NTHS0805N17N1503KR-ND,NTHS0805N17N1503KR,Vishay Dale,THERM NTC 150KOHM 4064K 0805,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","150k","±10%","±3%","-","-","4064K","4073K","-","-40°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%200805%20(2012metric).jpg,NTHS0805N17N1783JR-ND,NTHS0805N17N1783JR,Vishay Dale,THERM NTC 178KOHM 4064K 0805,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","178k","±5%","±3%","-","-","4064K","4073K","-","-40°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%200805%20(2012metric).jpg,NTHS0805N17N2003JR-ND,NTHS0805N17N2003JR,Vishay Dale,THERM NTC 200KOHM 4064K 0805,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","200k","±5%","±3%","-","-","4064K","4073K","-","-40°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%200805%20(2012metric).jpg,NTHS0805NO2N1002JP-ND,NTHS0805NO2N1002JP,Vishay Dale,THERMISTOR NTC 10KOHM 3477K 0805,0,0,"Obsolete","0","2000","Bulk","NTHS","Obsolete","10k","±5%","±3%","-","-","3477K","-","-","-40°C ~ 125°C","-","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%201206%20(3216metric).jpg,NTHS1005N01N5002JE-ND,NTHS1005N01N5002JE,Vishay Dale,THERMISTOR NTC 50KOHM 3964K 1005,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","50k","±5%","±3%","-","-","3964K","-","-","-40°C ~ 125°C","-","-","Surface Mount","1005 (2512 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%201206%20(3216metric).jpg,NTHS1005N01N5002JR-ND,NTHS1005N01N5002JR,Vishay Dale,THERMISTOR NTC 50KOHM 3964K 1005,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","50k","±5%","±3%","-","-","3964K","-","-","-40°C ~ 125°C","-","-","Surface Mount","1005 (2512 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%201206%20(3216metric).jpg,NTHS1005N01N5002KE-ND,NTHS1005N01N5002KE,Vishay Dale,THERMISTOR NTC 50KOHM 3964K 1005,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","50k","±10%","±3%","-","-","3964K","-","-","-40°C ~ 125°C","-","-","Surface Mount","1005 (2512 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%201206%20(3216metric).jpg,NTHS1005N01N5002KR-ND,NTHS1005N01N5002KR,Vishay Dale,THERMISTOR NTC 50KOHM 3964K 1005,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","50k","±10%","±3%","-","-","3964K","-","-","-40°C ~ 125°C","-","-","Surface Mount","1005 (2512 Metric)"
http://www.vishay.com/docs/33008/nths.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/NTHS%201206%20(3216metric).jpg,NTHS1005N02N1002JE-ND,NTHS1005N02N1002JE,Vishay Dale,THERMISTOR NTC 10KOHM 3477K 1005,0,0,"Active","0","0","Tape & Reel (TR)","NTHS","Active","10k","±5%","±3%","-","-","3477K","-","-","-40°C ~ 125°C","-","-","Surface Mount","1005 (2512 Metric)"
