Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Element Type","Temperature Range","Length - Lead Wire","Conductor Type","Terminal Type"
https://www.comet-america.com/pdf/SN234M,-,2283-SN234M-ND,SN234M,"Comet America, LP","PT1000TG68/M, TEMP PROBE, 10 M",20,0,"120.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-4-18-3WIRE-ND,I7-4-18-3WIRE,Nanmac,"PT100, 3W, 1/4 X 18 SS304,GP",10,0,"122.82000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-27C-18-ND,I6-27C-18,Nanmac,"PT100, 3W, 1/16 X 18 SS304, 36FL",10,0,"122.85000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-2-18-3WIRE-ND,I7-2-18-3WIRE,Nanmac,"PT100, 3W, 1/8 X 18 SS304, GP",10,0,"123.20000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-3-12-3WIRE-ND,I7-3-12-3WIRE,Nanmac,"PT100, 3W, 3/16 X 12 SS304, GP",10,0,"123.97000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-2-24-3WIRE-ND,I7-2-24-3WIRE,Nanmac,"PT100, 3W, 1/8 X 24 SS304, GP",10,0,"124.83000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://www.comet-america.com/pdf/SN169E,-,2283-SN169E-ND,SN169E,"Comet America, LP","2021-150/E, TEMP. PROBE, 1M",20,0,"125.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN015C,-,2283-SN015C-ND,SN015C,"Comet America, LP","N1ATG8/C, TEMP.PROBE  NI1000 1M",20,0,"125.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN234E,-,2283-SN234E-ND,SN234E,"Comet America, LP","PT1000TG68/E, TEMP PROBE, 10 M",20,0,"125.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DIGIS/M,-,2283-DIGIS/M-ND,DIGIS/M,"Comet America, LP",DIGITAL TEMPERATURE/HUMIDITY,20,0,"125.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN076C,-,2283-SN076C-ND,SN076C,"Comet America, LP","034-150/C, TEMP.NI1000 1 M",20,0,"125.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DSRH/C,-,2283-DSRH/C-ND,DSRH/C,"Comet America, LP",RH+T PROBE FOR P-LINE WEB SENSOR,20,0,"125.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-4-24-3WIRE-ND,I7-4-24-3WIRE,Nanmac,"PT100, 3W, 1/4 X 24 SS304, GP",10,0,"129.57000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://www.comet-america.com/pdf/SN239,-,2283-SN239-ND,SN239,"Comet America, LP","PT1000TR125/0, TEMP PROBE  1 M",20,0,"130.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN248,-,2283-SN248-ND,SN248,"Comet America, LP","PT1000TR050S/0, TEMP PROBE 2 M",20,0,"130.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN175M,-,2283-SN175M-ND,SN175M,"Comet America, LP","2034-220/M, TEMP. PROBE, 1M",20,0,"130.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN247M,-,2283-SN247M-ND,SN247M,"Comet America, LP","PT1000TR050S/M, TEMP PROBE  1 M",20,0,"130.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-3-18-3WIRE-ND,I7-3-18-3WIRE,Nanmac,"PT100, 3W, 3/16 X 18 SS304, GP",10,0,"130.17000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://www.comet-america.com/pdf/SN175E,-,2283-SN175E-ND,SN175E,"Comet America, LP","2034-220/E, TEMP. PROBE, 1M",20,0,"135.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN239C,-,2283-SN239C-ND,SN239C,"Comet America, LP","PT1000TR125/C, TEMP PROBE  1 M",20,0,"135.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN248C,-,2283-SN248C-ND,SN248C,"Comet America, LP","PT1000TR050S/C, TEMP PROBE  2 M",20,0,"135.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN247E,-,2283-SN247E-ND,SN247E,"Comet America, LP","PT1000TR050S/E, TEMP PROBE 1 M",20,0,"135.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-3-24-3WIRE-ND,I7-3-24-3WIRE,Nanmac,"PT100, 3W, 3/16 X 24 SS304, GP",10,0,"139.78000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://www.comet-america.com/pdf/DIGIS/E,-,2283-DIGIS/E-ND,DIGIS/E,"Comet America, LP",DIGITAL TEMPERATURE/HUMIDITY,20,0,"140.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN248M,-,2283-SN248M-ND,SN248M,"Comet America, LP","PT1000TR050S/M, TEMP PROBE 2 M",20,0,"140.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-27C-24-ND,I6-27C-24,Nanmac,"PT100, 3W, 1/16 X 24 SS304, 36FL",10,0,"140.03000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://www.comet-america.com/pdf/SN239M,-,2283-SN239M-ND,SN239M,"Comet America, LP","PT1000TR125/M, TEMP PROBE 1 M",20,0,"145.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN240,-,2283-SN240-ND,SN240,"Comet America, LP","PT1000TR125/0, TEMP PROBE  2 M",20,0,"145.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DIGIL/M,-,2283-DIGIL/M-ND,DIGIL/M,"Comet America, LP",DIGITAL TEMPERATURE/HUMIDITY,20,0,"145.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN240C,-,2283-SN240C-ND,SN240C,"Comet America, LP","PT1000TR125/C, TEMP PROBE  2 M",20,0,"150.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN248E,-,2283-SN248E-ND,SN248E,"Comet America, LP","PT1000TR050S/E, TEMP PROBE  2 M",20,0,"150.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN239E,-,2283-SN239E-ND,SN239E,"Comet America, LP","PT1000TR125/E, TEMP PROBE  1 M",20,0,"155.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DSRH01,-,2283-DSRH01-ND,DSRH01,"Comet America, LP",RH+T PROBE FOR P-LINE WEB SENSOR,20,0,"155.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DIGIH/M-1,-,2283-DIGIH/M-1-ND,DIGIH/M-1,"Comet America, LP",ULTRA THIN DIGITAL RH+T PROBE,20,0,"155.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN178,-,2283-SN178-ND,SN178,"Comet America, LP","2061-200/0, TEMP. PROBE, 1M",20,0,"155.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN179,-,2283-SN179-ND,SN179,"Comet America, LP","2061-200/0, TEMP. PROBE, 1M",20,0,"160.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN240M,-,2283-SN240M-ND,SN240M,"Comet America, LP","PT1000TR125/M, TEMP PROBE  2 M",20,0,"160.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN031C,-,2283-SN031C-ND,SN031C,"Comet America, LP","0061-200/C, TEMP.NI1000 1 M",20,0,"165.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN210,-,2283-SN210-ND,SN210,"Comet America, LP","2091-250/0, STICK-IN PROBE,  1 M",20,0,"165.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN240E,-,2283-SN240E-ND,SN240E,"Comet America, LP","PT1000TR125/E, TEMP PROBE  2 M",20,0,"165.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN178C,-,2283-SN178C-ND,SN178C,"Comet America, LP","2061-200/C, TEMP. PROBE, 1M",20,0,"165.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN032C,-,2283-SN032C-ND,SN032C,"Comet America, LP","0061-200/C, TEMP.NI1000 2 M",20,0,"170.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN178M,-,2283-SN178M-ND,SN178M,"Comet America, LP","2061-200/M, TEMP. PROBE, 1 M",20,0,"170.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DIGIH/E-1,-,2283-DIGIH/E-1-ND,DIGIH/E-1,"Comet America, LP",ULTRA THIN DIGITAL RH+T PROBE,20,0,"170.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN210C,-,2283-SN210C-ND,SN210C,"Comet America, LP","2091-250/C, STICK-IN PROBE,  1 M",20,0,"170.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN179C,-,2283-SN179C-ND,SN179C,"Comet America, LP","2061-200/C, TEMP. PROBE, 2M",20,0,"170.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DIGIL/E,-,2283-DIGIL/E-ND,DIGIL/E,"Comet America, LP",DIGITAL TEMPERATURE/HUMIDITY,20,0,"170.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN180,-,2283-SN180-ND,SN180,"Comet America, LP","2061-200/0, TEMP. PROBE, 1M",20,0,"175.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN179M,-,2283-SN179M-ND,SN179M,"Comet America, LP","2061-200/M, TEMP. PROBE, 2 M",20,0,"175.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN249,-,2283-SN249-ND,SN249,"Comet America, LP","PT1000TR050S/0, TEMP PROBE 5 M",20,0,"175.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN211,-,2283-SN211-ND,SN211,"Comet America, LP","2091-250/0, STICK-IN PROBE,  2 M",20,0,"175.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN147,-,2283-SN147-ND,SN147,"Comet America, LP",2061-250/0 TEMPERATURE PROBE,20,0,"177.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN210M,-,2283-SN210M-ND,SN210M,"Comet America, LP","2091-250/M, STICK-IN PROBE, 1 M",20,0,"180.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN178E,-,2283-SN178E-ND,SN178E,"Comet America, LP","2061-200/E, TEMP. PROBE, 1M",20,0,"180.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN211C,-,2283-SN211C-ND,SN211C,"Comet America, LP","2091-250/C, STICK-IN PROBE, 2 M",20,0,"185.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN180C,-,2283-SN180C-ND,SN180C,"Comet America, LP","2061-200/C, TEMP. PROBE, 5M",20,0,"185.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN241,-,2283-SN241-ND,SN241,"Comet America, LP","PT1000TR125/0, TEMP PROBE  5 M",20,0,"185.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN210E,-,2283-SN210E-ND,SN210E,"Comet America, LP","2091-250/E, STICK-IN PROBE,  1 M",20,0,"185.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN249C,-,2283-SN249C-ND,SN249C,"Comet America, LP","PT1000TR050S/C, TEMP PROBE  5 M",20,0,"185.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN241C,-,2283-SN241C-ND,SN241C,"Comet America, LP","PT1000TR125/C, TEMP PROBE  5 M",20,0,"185.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN179E,-,2283-SN179E-ND,SN179E,"Comet America, LP","2061-200/E, TEMP. PROBE, 2 M",20,0,"185.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN249M,-,2283-SN249M-ND,SN249M,"Comet America, LP","PT1000TR050S/M, TEMP PROBE  5 M",20,0,"190.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN180M,-,2283-SN180M-ND,SN180M,"Comet America, LP","2061-200/M, TEMP. PROBE,  5 M",20,0,"190.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN211M,-,2283-SN211M-ND,SN211M,"Comet America, LP","2091-250/M, STICK-IN PROBE,  2 M",20,0,"190.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN241M,-,2283-SN241M-ND,SN241M,"Comet America, LP","PT1000TR125/M, TEMP PROBE  5 M",20,0,"200.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN211E,-,2283-SN211E-ND,SN211E,"Comet America, LP","2091-250/E, STICK-IN PROBE,  2 M",20,0,"200.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN249E,-,2283-SN249E-ND,SN249E,"Comet America, LP","PT1000TR050S/E, TEMP PROBE  5 M",20,0,"200.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN180E,-,2283-SN180E-ND,SN180E,"Comet America, LP","2061-200/E, TEMP. PROBE,  5 M",20,0,"200.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN181,-,2283-SN181-ND,SN181,"Comet America, LP","2061-200/0, TEMP. PROBE, 1M",20,0,"200.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN241E,-,2283-SN241E-ND,SN241E,"Comet America, LP","PT1000TR125/E, TEMP PROBE  5 M",20,0,"205.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN181C,-,2283-SN181C-ND,SN181C,"Comet America, LP","2061-200/C, TEMP. PROBE, 10 M",20,0,"205.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN181M,-,2283-SN181M-ND,SN181M,"Comet America, LP","2061-200/M, TEMP. PROBE,  10 M",20,0,"215.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN212,-,2283-SN212-ND,SN212,"Comet America, LP","2091-250/0, STICK-IN PROBE,  5 M",20,0,"215.00000","0","1","-","*","Active","-","-","-","-","-"
