Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance @ 25°C","Resistance Tolerance","Operating Temperature","Power - Max","Mounting Type","Package / Case","Supplier Device Package"
-,-,B59078U1150B70Z15-ND,B59078U1150B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59078U1150B70Z5-ND,B59078U1150B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59081G1120A161V2-ND,B59081G1120A161V2,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59081","Obsolete","9 Ohms","-","-","-","-","-","-"
-,-,B59081G1120A161Z-ND,B59081G1120A161Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59081","Obsolete","9 Ohms","-","-","-","-","-","-"
-,-,B59081G1120A161Z15-ND,B59081G1120A161Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59081G1120A161Z5-ND,B59081G1120A161Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59081","Obsolete","9 Ohms","-","-","-","-","-","-"
-,-,B59084C1080B140-ND,B59084C1080B140,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59084C1080B140Z15-ND,B59084C1080B140Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","20.8 Ohms","-","-","-","-","-","-"
-,-,B59084C1080B140Z5-ND,B59084C1080B140Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","20.8 Ohms","-","-","-","-","-","-"
-,-,B59087U1120B40-ND,B59087U1120B40,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59087U1120B40Z-ND,B59087U1120B40Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59087U1120B40Z15-ND,B59087U1120B40Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59087U1120B40Z5-ND,B59087U1120B40Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59087U1120B70-ND,B59087U1120B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59087U1120B70Z-ND,B59087U1120B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59087U1120B70Z15-ND,B59087U1120B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59087U1120B70Z5-ND,B59087U1120B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59088U1055B40-ND,B59088U1055B40,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59088U1055B40Z15-ND,B59088U1055B40Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59088U1055B40Z5-ND,B59088U1055B40Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59091S1130B70-ND,B59091S1130B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59091S1130B70Z-ND,B59091S1130B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59091S1130B70Z15-ND,B59091S1130B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59091S1130B70Z5-ND,B59091S1130B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59092S1120B54-ND,B59092S1120B54,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59092S1120B54Z-ND,B59092S1120B54Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59092S1120B54Z15-ND,B59092S1120B54Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59092S1120B54Z5-ND,B59092S1120B54Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59094U1140B70-ND,B59094U1140B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59094U1140B70Z-ND,B59094U1140B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59094U1140B70Z15-ND,B59094U1140B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59094U1140B70Z5-ND,B59094U1140B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1120B70-ND,B59095U1120B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1120B70Z-ND,B59095U1120B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1120B70Z15-ND,B59095U1120B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1120B70Z5-ND,B59095U1120B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1145B70-ND,B59095U1145B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1145B70Z-ND,B59095U1145B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1145B70Z15-ND,B59095U1145B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59095U1145B70Z5-ND,B59095U1145B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59098C1100B51V1-ND,B59098C1100B51V1,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","6 Ohms","-","-","-","-","-","-"
-,-,B59098C1100B51Z-ND,B59098C1100B51Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","6 Ohms","-","-","-","-","-","-"
-,-,B59098C1100B51Z1-ND,B59098C1100B51Z1,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","6 Ohms","-","-","-","-","-","-"
-,-,B59098C1100B51Z15-ND,B59098C1100B51Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","6 Ohms","-","-","-","-","-","-"
-,-,B59098C1100B51Z5-ND,B59098C1100B51Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","6 Ohms","-","-","-","-","-","-"
-,-,B59098U1170B70-ND,B59098U1170B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59098U1170B70Z-ND,B59098U1170B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59098U1170B70Z15-ND,B59098U1170B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59098U1170B70Z5-ND,B59098U1170B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1080B70-ND,B59099U1080B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1080B70Z-ND,B59099U1080B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1080B70Z15-ND,B59099U1080B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1080B70Z5-ND,B59099U1080B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1100B70-ND,B59099U1100B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1100B70V30-ND,B59099U1100B70V30,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1100B70Z-ND,B59099U1100B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1100B70Z15-ND,B59099U1100B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59099U1100B70Z5-ND,B59099U1100B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101S1155B70-ND,B59101S1155B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101S1155B70Z-ND,B59101S1155B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101S1155B70Z15-ND,B59101S1155B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101S1155B70Z5-ND,B59101S1155B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101U1145B70-ND,B59101U1145B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101U1145B70Z-ND,B59101U1145B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101U1145B70Z15-ND,B59101U1145B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59101U1145B70Z5-ND,B59101U1145B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59103J130A20-ND,B59103J130A20,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59103J130A20Z15-ND,B59103J130A20Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59103J130A20Z5-ND,B59103J130A20Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59105J130A20Z-ND,B59105J130A20Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","Automotive, AEC-Q200","Obsolete","22 Ohms","-","-","-","-","-","-"
-,-,B59105J130A20Z15-ND,B59105J130A20Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","Automotive, AEC-Q200","Obsolete","22 Ohms","-","-","-","-","-","-"
-,-,B59105J130A20Z5-ND,B59105J130A20Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","Automotive, AEC-Q200","Obsolete","22 Ohms","-","-","-","-","-","-"
-,-,B59107J130A20Z-ND,B59107J130A20Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","Automotive, AEC-Q200","Obsolete","56 Ohms","-","-","-","-","-","-"
-,-,B59107J130A20Z15-ND,B59107J130A20Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","Automotive, AEC-Q200","Obsolete","56 Ohms","-","-","-","-","-","-"
-,-,B59107J130A20Z5-ND,B59107J130A20Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","56 Ohms","-","-20°C ~ 85°C","-","PCB, Through Hole","Radial","-"
-,-,B59109J130A20Z-ND,B59109J130A20Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","100 Ohms","-","-20°C ~ 85°C","-","PCB, Through Hole","Radial","-"
-,-,B59109J130A20Z15-ND,B59109J130A20Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","100 Ohms","-","-20°C ~ 85°C","-","PCB, Through Hole","Radial","-"
-,-,B59109J130A20Z5-ND,B59109J130A20Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","Automotive, AEC-Q200","Obsolete","100 Ohms","-","-","-","-","-","-"
-,-,B59110C110A70-ND,B59110C110A70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59110C110A70Z15-ND,B59110C110A70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59110C110A70Z5-ND,B59110C110A70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59115J140A20-ND,B59115J140A20,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59115J140A20Z15-ND,B59115J140A20Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","±25%","-25°C ~ 125°C","-","Through Hole","-","-"
-,-,B59115J140A20Z5-ND,B59115J140A20Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59118C1080A70Z-ND,B59118C1080A70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59118C1080A70Z15-ND,B59118C1080A70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59118C1080A70Z5-ND,B59118C1080A70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59118C1080B51-ND,B59118C1080B51,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59118C1080B51Z5-ND,B59118C1080B51Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59118C1120A70Z-ND,B59118C1120A70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59118C1120A70Z15-ND,B59118C1120A70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59118C1120A70Z5-ND,B59118C1120A70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","B59118","Obsolete","70 Ohms","-","-","-","-","-","-"
-,-,B59121B1120A70-ND,B59121B1120A70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59121B1120A70Z-ND,B59121B1120A70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59121B1120A70Z15-ND,B59121B1120A70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59121B1120A70Z5-ND,B59121B1120A70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59123U1130B70-ND,B59123U1130B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59123U1130B70Z-ND,B59123U1130B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59123U1130B70Z15-ND,B59123U1130B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59123U1130B70Z5-ND,B59123U1130B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59124U1120B70-ND,B59124U1120B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59124U1120B70Z-ND,B59124U1120B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59124U1120B70Z15-ND,B59124U1120B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59124U1120B70Z5-ND,B59124U1120B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59126U120B70-ND,B59126U120B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59126U120B70Z-ND,B59126U120B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59126U120B70Z15-ND,B59126U120B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59126U120B70Z5-ND,B59126U120B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59128A130B10-ND,B59128A130B10,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59128A130B10V60-ND,B59128A130B10V60,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59130U1080B70-ND,B59130U1080B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59130U1080B70Z-ND,B59130U1080B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59130U1080B70Z15-ND,B59130U1080B70Z15,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59130U1080B70Z5-ND,B59130U1080B70Z5,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59130U1090B70-ND,B59130U1090B70,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
-,-,B59130U1090B70Z-ND,B59130U1090B70Z,TDK Electronics Inc.,PTC THERMISTOR,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-"
