Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance in Ohms @ 25°C","Resistance Tolerance","B Value Tolerance","B0/50","B25/50","B25/75","B25/85","B25/100","Operating Temperature","Power - Max","Length - Lead Wire","Mounting Type","Package / Case"
https://product.tdk.com/info/en/catalog/datasheets/503022/tpd_automotive_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey,//media.digikey.com/Renders/TDK%20Renders/TDK-NTCG-0603.jpg,445-180076-2-ND,NTCG163EH101HTDS,TDK Corporation,THERMISTOR NTC 100OHM 3244K 0603,4000,0,"0.09690","0","4000","Tape & Reel (TR)","NTCG","Active","100","±3%","±3%","-","3244K","3249K","3250K","3251K","-40°C ~ 125°C","100mW","-","Surface Mount","0603 (1608 Metric)"
https://product.tdk.com/info/en/catalog/datasheets/503022/tpd_automotive_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey,//media.digikey.com/Renders/TDK%20Renders/TDK-NTCG-0603.jpg,445-180076-1-ND,NTCG163EH101HTDS,TDK Corporation,THERMISTOR NTC 100OHM 3244K 0603,6630,0,"0.28000","0","1","Cut Tape (CT)","NTCG","Active","100","±3%","±3%","-","3244K","3249K","3250K","3251K","-40°C ~ 125°C","100mW","-","Surface Mount","0603 (1608 Metric)"
https://product.tdk.com/info/en/catalog/datasheets/503022/tpd_automotive_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey,//media.digikey.com/Renders/TDK%20Renders/TDK-NTCG-0603.jpg,445-180076-6-ND,NTCG163EH101HTDS,TDK Corporation,THERMISTOR NTC 100OHM 3244K 0603,6630,0,"Digi-Reel","0","1","Digi-Reel®","NTCG","Active","100","±3%","±3%","-","3244K","3249K","3250K","3251K","-40°C ~ 125°C","100mW","-","Surface Mount","0603 (1608 Metric)"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,495-76990-2-ND,B57332V5103J360,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3380K 0603,56000,0,"0.09826","0","4000","Tape & Reel (TR)","Automotive, AEC-Q200","Active","10k","±5%","±1%","-","3380K","-","3435K","3455K","-40°C ~ 150°C","180mW","-","Surface Mount","0603 (1608 Metric)"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,495-76990-1-ND,B57332V5103J360,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3380K 0603,58475,0,"0.29000","0","1","Cut Tape (CT)","Automotive, AEC-Q200","Active","10k","±5%","±1%","-","3380K","-","3435K","3455K","-40°C ~ 150°C","180mW","-","Surface Mount","0603 (1608 Metric)"
https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,495-76990-6-ND,B57332V5103J360,TDK Electronics Inc.,THERMISTOR NTC 10KOHM 3380K 0603,58475,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200","Active","10k","±5%","±1%","-","3380K","-","3435K","3455K","-40°C ~ 150°C","180mW","-","Surface Mount","0603 (1608 Metric)"
https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey,//media.digikey.com/Renders/TDK%20Renders/TDK-NTCG-0805.jpg,445-175456-2-ND,NTCG203FH222JT1,TDK Corporation,THERM NTC 2.2KOHM 3248K 0805,6000,0,"0.10800","0","2000","Tape & Reel (TR)","NTCG","Active","2.2k","±5%","±3%","-","3248K","-","3300K","-","-40°C ~ 125°C","200mW","-","Surface Mount","0805 (2012 Metric)"
https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey,//media.digikey.com/Renders/TDK%20Renders/TDK-NTCG-0805.jpg,445-175456-1-ND,NTCG203FH222JT1,TDK Corporation,THERM NTC 2.2KOHM 3248K 0805,7365,0,"0.30000","0","1","Cut Tape (CT)","NTCG","Active","2.2k","±5%","±3%","-","3248K","-","3300K","-","-40°C ~ 125°C","200mW","-","Surface Mount","0805 (2012 Metric)"
https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey,//media.digikey.com/Renders/TDK%20Renders/TDK-NTCG-0805.jpg,445-175456-6-ND,NTCG203FH222JT1,TDK Corporation,THERM NTC 2.2KOHM 3248K 0805,7365,0,"Digi-Reel","0","1","Digi-Reel®","NTCG","Active","2.2k","±5%","±3%","-","3248K","-","3300K","-","-40°C ~ 125°C","200mW","-","Surface Mount","0805 (2012 Metric)"
https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey,//media.digikey.com/Renders/TDK%20Renders/TDK-NTCG-0805.jpg,445-175454-2-ND,NTCG203EH471JT1,TDK Corporation,THERMISTOR NTC 470OHM 3232K 0805,2000,0,"0.10800","0","2000","Tape & Reel (TR)","NTCG","Active","470","±5%","±3%","-","3232K","-","3250K","-","-40°C ~ 125°C","200mW","-","Surface Mount","0805 (2012 Metric)"
