Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance in Ohms @ 25°C","Resistance Tolerance","B Value Tolerance","B0/50","B25/50","B25/75","B25/85","B25/100","Operating Temperature","Power - Max","Length - Lead Wire","Mounting Type","Package / Case"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM153B380T10-ND,NHQMM153B380T10,Amphenol Advanced Sensors,THERMISTOR NTC 15KOHM 4000K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","15k","±10%","±5%","-","-","-","4000K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM203B380T10-ND,NHQMM203B380T10,Amphenol Advanced Sensors,THERMISTOR NTC 20KOHM 4000K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","20k","±10%","±5%","-","-","-","4000K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM223B380T10-ND,NHQMM223B380T10,Amphenol Advanced Sensors,THERMISTOR NTC 22KOHM 4100K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","22k","±10%","±5%","-","-","-","4100K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM303B400T10-ND,NHQMM303B400T10,Amphenol Advanced Sensors,THERMISTOR NTC 30KOHM 4000K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","30k","±10%","±5%","-","-","-","4000K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM333B400T10-ND,NHQMM333B400T10,Amphenol Advanced Sensors,THERMISTOR NTC 33KOHM 4000K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","33k","±10%","±5%","-","-","-","4000K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM473B400T10-ND,NHQMM473B400T10,Amphenol Advanced Sensors,THERMISTOR NTC 47KOHM 4150K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","47k","±10%","±5%","-","-","-","4150K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM503B400T10-ND,NHQMM503B400T10,Amphenol Advanced Sensors,THERMISTOR NTC 50KOHM 4150K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","50k","±10%","±5%","-","-","-","4150K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM683B400T10-ND,NHQMM683B400T10,Amphenol Advanced Sensors,THERMISTOR NTC 68KOHM 4150K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","68k","±10%","±5%","-","-","-","4150K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM104B415T10-ND,NHQMM104B415T10,Amphenol Advanced Sensors,THERM NTC 100KOHM 4250K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","100k","±10%","±5%","-","-","-","4250K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=82,//media.digikey.com/Renders/Amphenol%20Renders/NHQ0603.jpg,NHQMM154B425T10-ND,NHQMM154B425T10,Amphenol Advanced Sensors,THERM NTC 150KOHM 4250K 0603,0,0,"Active","0","0","Tape & Reel (TR)","NHQ","Active","150k","±10%","±5%","-","-","-","4250K","-","-40°C ~ 125°C","-","-","Surface Mount","0603 (1608 Metric)"
