Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance @ 25°C","Resistance Tolerance","Operating Temperature","Power - Max","Mounting Type","Package / Case","Supplier Device Package"
https://www.nxp.com/docs/en/data-sheet/KTY83_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY83/120,113-ND","KTY83/120,113",NXP USA Inc.,THERMISTOR PTC 1K OHM DO34,0,0,"Obsolete","0","10000","Tape & Reel (TR)","KTY83","Obsolete","1 kOhms","-","-55°C ~ 175°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY83_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY83/150,113-ND","KTY83/150,113",NXP USA Inc.,THERMISTOR PTC 1K OHM DO34,0,0,"Obsolete","0","10000","Tape & Reel (TR)","KTY83","Obsolete","1 kOhms","-","-55°C ~ 175°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY83_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY83/151,113-ND","KTY83/151,113",NXP USA Inc.,THERMISTOR PTC 975 OHM DO34,0,0,"Obsolete","0","10000","Tape & Reel (TR)","KTY83","Obsolete","975 Ohms","-","-55°C ~ 175°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY84_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY84/151,113-ND","KTY84/151,113",NXP USA Inc.,THERMISTOR PTC 603 OHM DO34,0,0,"Obsolete","0","10000","Tape & Reel (TR)","KTY84","Obsolete","603 Ohms","-","-40°C ~ 300°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY83_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY83/120,153-ND","KTY83/120,153",NXP USA Inc.,THERMISTOR PTC 1K OHM DO34,0,0,"Obsolete","0","10000","Tape & Box (TB)","KTY83","Obsolete","1 kOhms","-","-55°C ~ 175°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY83_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY83/122,153-ND","KTY83/122,153",NXP USA Inc.,THERMISTOR PTC 1.01K OHM DO34,0,0,"Obsolete","0","10000","Tape & Box (TB)","KTY83","Obsolete","1.01 kOhms","-","-55°C ~ 175°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY83_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY83/150,153-ND","KTY83/150,153",NXP USA Inc.,THERMISTOR PTC 1K OHM DO34,0,0,"Obsolete","0","10000","Tape & Box (TB)","KTY83","Obsolete","1 kOhms","-","-55°C ~ 175°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY84_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/DO-34_Axial.jpg,"KTY84/150,153-ND","KTY84/150,153",NXP USA Inc.,THERMISTOR PTC 603 OHM DO34,0,0,"Obsolete","0","10000","Tape & Box (TB)","KTY84","Obsolete","603 Ohms","-","-40°C ~ 300°C","-","Through Hole","DO-204AG, DO-34, Axial","DO-34"
https://www.nxp.com/docs/en/data-sheet/KTY82_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg","KTY82/120/B,215-ND","KTY82/120/B,215",NXP USA Inc.,THERMISTOR PTC 1K OHM TO236AB,0,0,"Obsolete","0","3000","Tape & Reel (TR)","KTY82","Obsolete","1 kOhms","-","-55°C ~ 150°C","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB (SOT23)"
https://www.nxp.com/docs/en/data-sheet/KTY82_SER.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg","KTY82/120/DG/B2,21-ND","KTY82/120/DG/B2,21",NXP USA Inc.,THERMISTOR PTC 1K OHM TO236AB,0,0,"Obsolete","0","3000","Tape & Reel (TR)","KTY82","Obsolete","1 kOhms","-","-55°C ~ 150°C","-","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB (SOT23)"
